East Lake Park,26,Lakeside park,A large park on the shores of East Lake with a variety of activities and attractions.
Happy Valley Wuhan,26,Amusement Park,A large amusement park with a variety of rides and attractions for all ages.
Wuhan Zoo,26,Zoo,A zoo with a variety of animals from around the world.
Songhua River Park,27,Riverside park,A long park along the Songhua River with stunning views of the city skyline.
Sun Island Park,27,Urban Park,A large park with a variety of gardens lakes and pavilions.
Xinghai Park,27,Urban Park,A large park with a variety of gardens lakes and pavilions.
Harbin Polar Land,27,Zoo,A zoo with a variety of polar animals including polar bears seals and walruses.
Harbin Ice and Snow World,27,Winter Park,A large park with a variety of ice and snow sculptures rides and attractions.
West Lake,28,Lakeside park,A large lake in the heart of Hangzhou with a variety of gardens temples and pavilions.
Lingyin Temple,28,Temple,A large Buddhist temple with a long history.
Humble Administrator's Garden,28,Garden,A classic Chinese garden with a beautiful layout and design.
Yu Garden,28,Garden,A classic Chinese garden with a beautiful layout and design.
Hangzhou Zoo,28,Zoo,A zoo with a variety of animals from around the world.
Wuzhizhou Park,29,Island park,An island park with a variety of gardens beaches and restaurants.
Haikou Forest Park,29,Forest,A large forest park with a variety of hiking trails and scenic views.
Haikou Botanical Garden,29,Botanical garden,A botanical garden with a variety of plants from around the world.
Haikou Zoo,29,Zoo,A zoo with a variety of animals from around the world.
Taiyuan People's Park,30,Urban Park,A large park in the heart of Taiyuan with a variety of gardens lakes and pavilions.
Taiyuan Confucius Temple,30,Temple,A Confucian temple with a long history.
Dianchi Lake Park,31,Urban Park,A large lake park with a variety of activities and attractions.
Kunming Zoo,31,Zoo,A zoo with a variety of animals from around the world.
Yunnan Provincial Museum,31,Museum,A museum with a collection of artifacts from Yunnan Province.
Stone Forest,31,Mountain Park,A UNESCO World Heritage Site with a unique landscape of limestone karsts.
Yunnan Botanical Garden,31,Botanical Garden,A botanical garden with a variety of plants from around the world.
Hefei Happy Valley,32,Amusement Park,An amusement park with a variety of rides and attractions.
Hefei Zoo,32,Zoo,A zoo with a variety of animals from around the world.
Hefei University Museum,32,Museum,A museum with a collection of artifacts from Hefei University.
Mount Jiuhua,33,Mountain Park,A UNESCO World Heritage Site with a number of Buddhist temples.
Shijiazhuang Zoo,33,Zoo,A zoo with a variety of animals from around the world.
Zhaozhou Tower,33,Temple,A Buddhist temple that is one of the oldest and most important in China.
Yellow Crane Tower,34,Viewpoint,A tower that offers panoramic views of Changsha.
Yuelu Academy,34,Historic Park,A Confucian academy that is one of the oldest in China.
Orange Island,34,Island Park,An island park with a variety of activities and attractions.
Changsha Zoo,34,Zoo,A zoo with a variety of animals from around the world.
Jilin Forest Park,35,Forest,A large forest park with a variety of trees and plants.
Changchun Olympic Forest Park,35,Urban Park,A large urban park with a variety of facilities including a zoo a botanical garden and a water park.
Children's Palace Park,35,Urban Park,A park dedicated to children with a variety of rides and attractions.
Zhongshan Park,35,Urban Park,A historic park with a variety of traditional Chinese architecture.
Shenzhen Bay Park,36,Urban Park,A large park with a variety of facilities including a beach a marina and a botanical garden.
Hong Kong Wetland Park,36,Urban Park,A park dedicated to wetlands with a variety of birdlife and other wildlife.
Shenzhen Safari Park,36,Zoo,A large zoo with a variety of animals from all over the world.
Chongqing Zoo,37,Zoo,A large zoo with a variety of animals from all over the world.
Jiefangbei Park,37,Urban Park,A large park with a variety of facilities including a square a theater and a museum.
Chongqing People's Park,37,Urban Park,A large park with a variety of facilities including a zoo a botanical garden and a water park.
Lanzhou Baita Mountain Park,38,Mountain Park,A park with a variety of temples and other historical sites.
Lanzhou Yellow River Park,38,Urban Park,A park with a variety of facilities including a beach a marina and a botanical garden.
Lanzhou Zoo,38,Zoo,A large zoo with a variety of animals from all over the world.
Ling Lake Park,39,Urban Park,A large park with a lake in the center surrounded by trees and flowers. There are many places to relax and enjoy the scenery as well as a variety of activities to keep you entertained.
Zhongshan Park,39,Urban Park,A beautiful park with a long history. It is home to many historical and cultural landmarks as well as a variety of plants and animals.
Dalian Forest Park,40,Urban Park,A large park with a forest in the center. There are many trails to explore as well as a variety of activities to keep you entertained.
Dalian Ocean Park,40,Zoo,A large zoo with a variety of animals from all over the world. There are many exhibits to see as well as a variety of activities to keep you entertained.
Dalian Botanical Garden,40,Botanical Garden,A beautiful garden with a variety of plants from all over the world. There are many trails to explore as well as a variety of activities to keep you entertained.
Zhengzhou People's Park,41,Urban Park,A large park with a lake in the center surrounded by trees and flowers. There are many places to relax and enjoy the scenery as well as a variety of activities to keep you entertained.
Zhengzhou Zoo,41,Zoo,A large zoo with a variety of animals from all over the world. There are many exhibits to see as well as a variety of activities to keep you entertained.
Zhengzhou Botanical Garden,41,Botanical Garden,A beautiful garden with a variety of plants from all over the world. There are many trails to explore as well as a variety of activities to keep you entertained.
Parque Arvi,42,Urban Park,A large park with a forest in the center. There are many trails to explore as well as a variety of activities to keep you entertained.
Parque de la Independencia,42,Urban Park,A beautiful park with a long history. It is home to many historical and cultural landmarks as well as a variety of plants and animals.
Parque Arví,43,Urban Park,A large park with a forest in the center. There are many trails to explore as well as a variety of activities to keep you entertained.
Monserrate,43,Mountain Park,A mountain with a cable car that takes you to the top. From the top you can enjoy stunning views of the city.
Simon Bolivar Park,43,Urban Park,A large park with a lake in the center surrounded by trees and flowers. There are many places to relax and enjoy the scenery as well as a variety of activities to keep you entertained.
Parque Mirador del Sur,44,Urban Park,A large park with stunning views of the city.
Parque Los Tres Ojos,44,National park,A series of three underground lakes located in a cave.
Parque Nacional del Este,44,National park,A large national park with beaches forests and mountains.
Parque Zoologico Nacional,44,Zoo,A zoo that is home to over 2000 animals.
Parque La Isabela,44,Historical Park,A park that commemorates the first Spanish settlement in the Americas.
Parque de la Independencia,44,Square,A large square in the heart of the city.
Parque Simón Bolívar,44,Boulevard,A boulevard that runs through the city center.
Parque El Ejido,44,Garden,A large garden with a variety of plants and flowers.
Parque de la Paz,44,Temple,A temple that is dedicated to peace.
Parque de las Flores,44,Garden,A garden with a variety of flowers.
Parque La Carolina,45,Urban Park,A large park with a variety of activities and attractions.
Parque El Ejido,45,Garden,A large garden with a variety of plants and flowers.
Parque Itchimbía,45,Mountain Park,A mountain park with stunning views of the city.
Parque Nacional Cotopaxi,45,National park,A national park that is home to the Cotopaxi volcano.
Parque Nacional Yasuní,45,National park,A national park that is home to a variety of wildlife.
Parque Zoológico de Quito,45,Zoo,A zoo that is home to over 1000 animals.
Parque Arqueológico de Quito,45,Historical Park,A park that commemorates the history of Quito.
Parque de la Alameda,45,Square,A large square in the heart of the city.
Parque de la Independencia,45,Square,A square that commemorates the independence of Ecuador.
Parque de la Merced,45,Square,A square that is home to the Church of La Merced.
Parque Seminario,46,Urban Park,A large park with a variety of activities and attractions.
Malecón 2000,46,Boulevard,A boulevard that runs along the waterfront.
Parque de la Ciudadela,46,Garden,A garden with a variety of plants and flowers.
Parque Forestal,46,Forest,A forest park with a variety of trails and activities.
Parque Histórico Guayaquil,46,Historical Park,A park that commemorates the history of Guayaquil.
Parque de las Iguanas,46,Square,A square that is home to a variety of iguanas.
Parque de la Paz,46,Temple,A temple that is dedicated to peace.
Parque de la Mujer,46,Square,A square that is dedicated to women.
Parque de la Familia,46,Square,A square that is dedicated to families.
Parque de la Amistad,46,Square,A square that is dedicated to friendship.
Al-Azhar Park,47,Urban Park,A large park with a variety of activities and attractions.
Zamalek Island,47,Island Park,An island park with a variety of restaurants shops and hotels.
Giza Necropolis,47,Historical Park,A UNESCO World Heritage Site that is home to the Pyramids of Giza.
Saqqara Necropolis,47,Historical Park,A UNESCO World Heritage Site that is home to the Step Pyramid of Djoser.
Memphis Necropolis,47,Historical Park,A UNESCO World Heritage Site that is home to the ruins of the ancient city of Memphis.
Khan el-Khalili,47,Square,A large square that is home to a variety of shops restaurants and cafes.
Al-Hussein Mosque,47,Mosque,A mosque that is one of the most important mosques in Cairo.
Al-Azhar Mosque,47,Mosque,A mosque that is one of the oldest and most important mosques in Cairo.
Mosque of Muhammad Ali,47,Mosque,A mosque that was built in the 19th century.
Giza Necropolis,48,Historic Park,The Giza Necropolis is a UNESCO World Heritage Site that includes the Pyramids of Giza the Great Sphinx and other ancient monuments.
Al-Azhar Park,48,Urban Park,Al-Azhar Park is a large public park in the heart of Cairo. It was built in the 1980s on the site of a former garbage dump.
Meskel Square,48,Square,Meskel Square is a large public square in the center of Addis Ababa. It is the site of the annual Meskel festival which celebrates the finding of the True Cross.
Helem Park,49,Urban Park,Helem Park is a large public park in the center of Addis Ababa. It is a popular spot for families and couples to relax and enjoy the outdoors.
Entoto Maryam Church,49,Temple,Entoto Maryam Church is a large church located on Mount Entoto which overlooks Addis Ababa. It is a popular pilgrimage site for Ethiopian Orthodox Christians.
Kumulo Mountain Park,49,Mountain Park,Kumulo Mountain Park is a national park located in the Ethiopian Highlands. It is home to a variety of wildlife including elephants lions and leopards.
Helsinki Olympic Stadium,50,Urban Park,Helsinki Olympic Stadium is a large sports stadium in Helsinki Finland. It was built for the 1952 Summer Olympics and is now used for a variety of events including football matches concerts and exhibitions.
Seurasaari Island,50,Island Park,Seurasaari Island is a small island in the Helsinki metropolitan area. It is home to a museum of Finnish folk culture and a variety of outdoor activities including hiking swimming and fishing.
Kaivopuisto Park,50,Urban Park,Kaivopuisto Park is a large public park in Helsinki. It is a popular spot for locals and tourists to relax and enjoy the outdoors.
Jardin du Luxembourg,51,Urban Park,Jardin du Luxembourg is a large public park in Paris France. It is home to a variety of gardens a palace and a Senate building.
Champs-Élysées,51,Boulevard,Champs-Élysées is a famous avenue in Paris. It is lined with shops restaurants and cafés.
Musée d'Orsay,51,Museum,Musée d'Orsay is an art museum in Paris. It is home to a collection of Impressionist and Post-Impressionist paintings.
Parc de la Villette,51,Urban Park,Parc de la Villette is a large public park in Paris. It is home to a science museum a music conservatory and a variety of outdoor activities including concerts exhibitions and festivals.
Parc de la Tête d'Or,52,Urban Park,Parc de la Tête d'Or is a large public park in Lyon France. It is home to a zoo a botanical garden and a lake.
Parc de la Briqueterie,52,Urban Park,Parc de la Briqueterie is a small public park in Lyon. It is home to a playground a picnic area and a variety of outdoor activities including hiking biking and fishing.
Place Bellecour,52,Square,Place Bellecour is a large square in Lyon. It is the largest square in France and is home to a statue of Louis XIV.
Parc Borély,53,Urban Park,A large park with gardens a lake and a rose garden.
Parc du 26ème Centenaire,53,Urban Park,A new park with a playground a skate park and a climbing wall.
Jardin du Pharo,53,Garden,A botanical garden with a view of the Mediterranean Sea.
Botanical Garden of Tbilisi,54,Botanical Garden,A large botanical garden with over 10000 species of plants.
Mtatsminda Park,54,Mountain Park,A mountain park with a cable car a Ferris wheel and a zoo.
Ritual Garden of Svetitskhoveli Cathedral,54,Temple,A garden with a waterfall and a sacred tree.
Stuttgarter Volksgarten,55,Urban Park,A large park with a beer garden a playground and a lake.
Killesbergpark,55,Urban Park,A park with a rollercoaster a carousel and a miniature railway.
Botanischer Garten Stuttgart,55,Botanical Garden,A botanical garden with over 16000 species of plants.
Planten un Blomen,56,Urban Park,A park with a greenhouse a Japanese garden and a rose garden.
Alsterpark,56,Urban Park,A park with a lake a playground and a jogging trail.
Planten un Blomen,56,Urban Park,A park with a greenhouse a Japanese garden and a rose garden.
Hofgarten,57,Palace Park,A park with a palace a fountain and a rose garden.
Nordpark,57,Urban Park,A park with a lake a playground and a jogging trail.
Rheinpark,57,Riverside Park,A park with a river a playground and a jogging trail.
Amatitlan Lake,58,Lakeside Park,Amatitlan Lake is a caldera lake located in the south of Guatemala. It is a popular tourist destination for swimming boating and fishing.
Central Park,58,Urban Park,Central Park is a large public park located in the heart of Guatemala City. It is a popular spot for recreation relaxation and cultural events.
Malecon,58,Boulevard,Malecon is a waterfront promenade located in the city of Guatemala. It is a popular spot for walking jogging and people-watching.
National Zoo,58,Zoo,The National Zoo is a zoo located in the city of Guatemala. It is home to over 1000 animals from all over the world.
Plaza Mayor,58,Square,Plaza Mayor is the main square in the city of Guatemala. It is a popular spot for tourists and locals alike.
Aravalli Biodiversity Park,59,Urban Park,Aravalli Biodiversity Park is a large public park located in the Aravalli Hills of Delhi. It is home to a variety of plant and animal life including over 200 species of birds.
Assi Ghat,59,Riverside Park,Assi Ghat is a ghat located on the banks of the Ganges River in Varanasi. It is a popular spot for religious pilgrims and tourists alike.
Central Park,59,Urban Park,Central Park is a large public park located in the heart of Delhi. It is a popular spot for recreation relaxation and cultural events.
Humayun's Tomb,59,Historic Park,Humayun's Tomb is a mausoleum located in Delhi. It is the tomb of Mughal emperor Humayun and his wife Hamida Banu Begum.
Lodhi Gardens,59,Urban Park,Lodhi Gardens is a large public park located in Delhi. It is home to a number of historical monuments including the Tomb of Sikandar Lodhi and the Tomb of Mohammed Shah.
Elephanta Caves,60,Historic Park,Elephanta Caves are a group of caves located on an island in the Arabian Sea off the coast of Mumbai. The caves are home to a number of Hindu and Buddhist sculptures dating back to the 6th and 7th centuries.
Gateway of India,60,Monument,Gateway of India is a monument located in Mumbai. It was built in 1924 to commemorate the visit of King George V and Queen Mary to India.
Marine Drive,60,Boulevard,Marine Drive is a waterfront promenade located in Mumbai. It is a popular spot for walking jogging and people-watching.
Raj Bhavan,60,Palace,Raj Bhavan is the official residence of the Governor of Maharashtra. It is a large imposing building located in the heart of Mumbai.
Tarapore Hills,60,Mountain Park,Tarapore Hills is a mountain range located in Mumbai. It is a popular spot for hiking trekking and camping.
Lalbagh Botanical Garden,61,Botanical Garden,Lalbagh Botanical Garden is a botanical garden located in Bengaluru. It is home to a wide variety of plant life including over 10000 species of plants.
Malleshwaram Lake,61,Lakeside Park,Malleshwaram Lake is a lake located in Bengaluru. It is a popular spot for swimming boating and fishing.
Nandi Hills,61,Mountain Park,Nandi Hills is a mountain range located in Bengaluru. It is a popular spot for hiking trekking and camping.
Zen Garden,61,Garden,Zen Garden is a Japanese garden located in Bengaluru. It is a popular spot for relaxation and meditation.
Necklace Road,62,Urban Park,A 30-kilometer long road with a park running alongside it offering stunning views of the city and the Hussain Sagar Lake.
Gachibowli Stadium Park,62,Urban Park,A large park with a variety of facilities including a playground a jogging track and a lake.
Nehru Zoological Park,62,Zoo,A zoo with over 2500 animals including lions tigers elephants and giraffes.
KBR Park,62,Urban Park,A large park with a variety of facilities including a playground a jogging track and a lake.
Lumbini Park,62,Urban Park,A park with a large Buddha statue as well as a variety of other attractions including a water park and a children's park.
Marina Beach,63,Beach,One of the longest beaches in the world offering stunning views of the Bay of Bengal.
Guindy National Park,63,National park,A park with a variety of wildlife including tigers leopards and elephants.
Vandalur Zoo,63,Zoo,A zoo with over 3000 animals including lions tigers elephants and giraffes.
Theosophical Society Garden,63,Garden,A garden with a variety of plants and flowers as well as a library and a museum.
Government Botanical Garden,63,Botanical garden,A garden with a variety of plants and flowers as well as a library and a museum.
Pashan Lake,64,Lakeside Park,A lake with a park surrounding it offering stunning views of the city and the surrounding mountains.
Rajiv Gandhi Zoological Park,64,Zoo,A zoo with over 1500 animals including lions tigers elephants and giraffes.
Sinhagad Fort,64,Mountain Park,A fort located on a hilltop offering stunning views of the city and the surrounding countryside.
Aga Khan Palace,64,Palace,A palace that was once home to the Aga Khan a spiritual leader of the Ismaili Muslims.
Osho Ashram,64,Temple,An ashram founded by Osho a spiritual leader who was known for his controversial teachings.
Sabarmati Ashram,65,Temple,An ashram founded by Mahatma Gandhi the leader of the Indian independence movement.
Gandhinagar Lake,65,Lakeside Park,A lake with a park surrounding it offering stunning views of the city and the surrounding mountains.
Kankaria Lake,65,Lakeside Park,A lake with a park surrounding it offering stunning views of the city and the surrounding mountains.
Sidi Sayyed Jali,65,Historic Park,A mosque that was built in the 16th century featuring intricate stonework and latticework.
Hawa Mahal,65,Palace,A palace that was built in the 18th century featuring a unique honeycomb design.
Amber Fort,66,Palace,A fort located on a hilltop offering stunning views of the city and the surrounding countryside.
City Palace,66,Palace,A palace that was once home to the rulers of Jaipur featuring a variety of architectural styles.
Jantar Mantar,66,Research,An astronomical observatory that was built in the 18th century featuring a variety of instruments.
Hawa Mahal,66,Palace,A palace that was built in the 18th century featuring a unique honeycomb design.
Jal Mahal,66,Island Park,A palace located in the middle of a lake offering stunning views of the city and the surrounding countryside.
Ambedkar Park,67,Urban Park,A large urban park with a variety of facilities including a lake a playground and a walking track.
Kanpur Zoo,67,Zoo,A zoo with a variety of animals including lions tigers and elephants.
Lucknow Botanical Garden,67,Botanical Garden,A botanical garden with a variety of plants including trees flowers and shrubs.
Ramlila Maidan,67,Square,A large square that is used for public events such as religious festivals and political rallies.
Chowk,67,Market,A historic market that is known for its narrow streets and bustling atmosphere.
Taj Mahal,67,Historic Park,A UNESCO World Heritage Site that is one of the most famous buildings in the world.
Taman Mini Indonesia Indah,68,Urban Park,A theme park that showcases the cultures of Indonesia's 34 provinces.
Taman Impian Jaya Ancol,68,Amusement Park,An amusement park with a variety of rides including roller coasters water rides and shows.
Kebun Binatang Ragunan,68,Zoo,A zoo with a variety of animals including lions tigers and elephants.
Taman Suropati,68,Square,A large square that is used for public events such as concerts and festivals.
Kota Tua,68,Historic Park,A historic district that is home to a variety of colonial buildings.
Taman Bungkul,69,Urban Park,A large urban park with a variety of facilities including a lake a playground and a walking track.
Surabaya Zoo,69,Zoo,A zoo with a variety of animals including lions tigers and elephants.
Taman Flora Kebun Bibit Wonorejo,69,Botanical Garden,A botanical garden with a variety of plants including trees flowers and shrubs.
Taman Hiburan Rakyat (THR) Surabaya,69,Amusement Park,An amusement park with a variety of rides including roller coasters water rides and shows.
Taman Skatepark Kenjeran,69,Skatepark,A skatepark with a variety of ramps and obstacles for skateboarders and BMX riders.
Fort Rotterdam,69,Historic Park,A historic fort that was built by the Dutch in the 17th century.
Monumen Jalesveva Jayamahe,70,Viewpoint,A viewpoint that offers panoramic views of the city and the Makassar Strait.
Benteng Fort Rotterdam,70,Historic Park,A historic fort that was built by the Dutch in the 17th century.
Monumen Mandala Nasional,70,Square,A large square that is used for public events such as concerts and festivals.
Taman Makam Pahlawan (TMP) Panaikang,70,Cemetery,A cemetery that is the final resting place of many of Indonesia's national heroes.
Taman Hiburan Rakyat (THR) Makassar,70,Amusement Park,An amusement park with a variety of rides including roller coasters water rides and shows.
Golestan Palace,71,Palace Park,A palace complex that was built by the Qajar dynasty in the 18th century.
Imam Khomeini Mausoleum,71,Religious Site,The mausoleum of the founder of the Islamic Republic of Iran.
Azadi Tower,71,Viewpoint,A tower that offers panoramic views of the city.
Niavaran Cultural Complex,71,Historic Park,A complex of historic buildings that was built by the Pahlavi dynasty in the 20th century.
